age,annual_income,employment_type,years_employed,credit_score,existing_debt,loan_amount,loan_term,approval_status
53,16770,Unemployed,12,649,10661,39160,120,0
58,84247,Employed,9,667,63248,207821,120,1
46,49867,Unemployed,15,570,45780,137596,180,0
35,135836,Unemployed,2,625,18562,136049,240,0
39,17370,Unemployed,2,732,17348,287752,24,0
61,123123,Self-Employed,28,553,62370,52599,120,1
51,194143,Unemployed,18,745,7961,162212,36,1
45,30663,Employed,22,702,29844,99968,12,1
62,43071,Unemployed,26,699,18733,286301,180,0
29,32492,Employed,23,704,3998,41445,60,0
51,39074,Employed,2,662,25988,104244,60,1
58,50225,Self-Employed,5,594,9896,92362,12,1
25,71634,Employed,2,570,7957,112724,360,0
23,59252,Employed,21,653,48288,109647,240,1
36,28809,Employed,24,708,17032,117113,180,1
33,63519,Employed,4,612,45269,164912,240,0
38,29086,Employed,2,699,11926,118396,12,1
41,88406,Employed,28,565,63645,256666,60,1
33,146096,Employed,0,663,75282,245346,120,0
57,130643,Self-Employed,10,675,66394,159841,12,1
36,86073,Employed,16,530,23535,211608,360,1
47,74440,Employed,19,770,71621,75400,60,1
54,105385,Self-Employed,6,782,49111,94402,12,1
56,234407,Unemployed,24,562,31007,111833,24,0
29,33939,Self-Employed,18,628,16138,123558,12,0
56,52886,Self-Employed,4,633,35278,124324,24,1
64,18201,Self-Employed,18,432,8314,98831,60,0
34,221042,Employed,11,597,46157,177106,180,1
30,94655,Employed,11,508,77924,34332,24,1
37,66849,Employed,3,626,769,153878,180,1
52,33653,Employed,5,575,11095,193644,240,0
54,49166,Employed,17,608,555,26323,360,0
60,198500,Self-Employed,2,451,20187,102927,120,1
28,47642,Self-Employed,29,632,31047,297926,360,0
27,17983,Self-Employed,17,654,9957,235596,36,0
62,62419,Self-Employed,6,427,58262,257358,24,0
29,24330,Self-Employed,19,662,19494,121854,240,1
24,153230,Self-Employed,13,563,37792,50807,36,0
23,128346,Employed,5,620,44252,139365,24,0
22,56608,Self-Employed,4,590,16117,281923,12,0
64,80039,Self-Employed,10,549,67359,208460,12,0
62,79287,Unemployed,20,439,46389,246235,24,0
44,84682,Employed,16,673,29092,137903,24,1
64,43232,Self-Employed,28,529,34592,277827,12,0
41,61700,Self-Employed,12,440,31021,267512,360,0
32,217152,Employed,3,718,36390,15292,180,1
21,170771,Self-Employed,2,784,35670,234171,180,1
31,66336,Employed,11,779,56326,232967,180,1
46,149624,Employed,22,644,45712,130342,24,1
47,81182,Self-Employed,11,576,14692,280478,240,1
34,57740,Self-Employed,15,703,50546,90990,180,1
23,65708,Employed,16,558,17459,171490,12,0
62,177421,Employed,27,692,38931,60823,12,1
28,35645,Self-Employed,11,733,19899,24787,180,1
29,202223,Self-Employed,5,647,44194,185449,120,1
25,76495,Employed,19,678,58453,93478,240,1
48,87098,Employed,26,688,44223,266498,48,1
59,48353,Employed,26,718,27701,170803,24,1
43,56006,Employed,19,522,43883,66597,12,0
55,93985,Employed,29,566,51514,285752,48,0
52,107221,Self-Employed,1,715,41831,184412,240,1
38,249826,Employed,15,786,13201,280375,180,1
32,102336,Employed,23,541,62672,294372,180,1
44,147378,Self-Employed,24,622,76428,104862,36,0
59,80288,Employed,29,697,76302,232402,24,1
31,65596,Unemployed,20,722,27563,172442,180,1
33,21372,Employed,25,637,16709,217330,180,0
24,57733,Employed,29,628,46232,239622,12,1
38,30369,Employed,19,547,8168,11861,12,1
49,17979,Employed,24,562,5622,246540,48,0
41,86197,Employed,19,524,47952,169909,240,1
48,100514,Self-Employed,27,631,6256,113684,12,1
33,21554,Employed,16,565,6605,198691,12,0
41,31440,Employed,1,742,12489,163058,120,0
32,25794,Self-Employed,4,565,7292,23482,240,1
26,175184,Employed,11,714,20389,36498,24,1
31,41587,Employed,25,642,38174,61572,360,1
22,56654,Self-Employed,23,574,5322,84468,48,0
58,86136,Employed,17,553,7833,52013,60,1
54,114124,Self-Employed,11,596,11345,202472,240,0
25,26978,Self-Employed,23,756,16805,178805,12,1
55,33218,Employed,27,656,3258,256881,36,1
62,55184,Employed,8,759,30336,174524,36,1
60,31940,Self-Employed,11,620,17257,24622,360,1
27,33895,Self-Employed,4,657,10813,13572,12,0
40,206074,Employed,3,601,77400,105300,24,0
44,76015,Self-Employed,2,642,15401,220432,36,1
61,24721,Employed,22,763,4331,188258,360,1
54,18262,Employed,5,850,14158,80271,48,1
48,183135,Employed,4,813,71196,100057,180,1
59,38616,Employed,22,666,26940,164413,48,1
21,28444,Unemployed,15,766,27244,99826,12,0
33,76490,Employed,16,601,6458,142925,12,1
29,22297,Unemployed,24,808,11650,298128,120,0
30,202201,Employed,1,652,60303,295507,12,1
33,146235,Unemployed,17,578,54437,161810,60,0
40,15788,Employed,8,744,6902,274756,120,1
46,50095,Self-Employed,5,602,46910,129746,360,0
27,208104,Employed,8,714,45784,14921,360,1
55,23872,Employed,26,560,4392,57335,24,1
60,75995,Employed,22,765,7086,72853,120,1
37,64226,Employed,28,661,54545,265115,24,1
51,18175,Employed,28,518,8190,263901,12,0
34,55037,Unemployed,10,729,9491,122026,60,1
31,195475,Self-Employed,14,679,43220,210235,48,1
31,75912,Self-Employed,25,675,28261,111601,180,1
39,51340,Self-Employed,12,679,17276,12310,12,1
50,166733,Employed,1,674,79071,177074,240,1
32,79994,Unemployed,18,824,35645,92502,180,1
62,70783,Self-Employed,11,578,50762,69222,360,0
44,86930,Self-Employed,24,679,68950,24510,360,1
35,200901,Employed,8,678,72258,172984,180,1
47,219994,Self-Employed,24,491,51310,148435,48,1
29,44136,Self-Employed,26,533,11663,76688,36,0
37,64256,Employed,10,722,53911,33067,36,1
30,77011,Employed,11,794,57745,108915,60,1
45,86484,Employed,17,632,13663,99488,240,1
61,47446,Employed,0,713,1409,78741,12,1
45,32807,Employed,28,677,28743,37161,24,1
55,53275,Employed,9,550,22620,39112,48,0
52,34168,Employed,19,585,1403,210463,240,1
42,24230,Unemployed,27,376,23104,122776,60,0
38,22598,Employed,11,635,104,74103,180,1
57,84098,Employed,4,452,11319,11475,48,1
59,56150,Employed,0,633,5105,237298,24,1
46,79749,Employed,10,617,14648,267508,360,0
29,61177,Employed,19,663,48223,284301,60,1
39,20344,Self-Employed,14,602,4477,67222,120,1
57,40865,Self-Employed,22,850,3380,33343,120,1
44,83306,Self-Employed,18,536,55833,65653,240,0
56,36776,Employed,3,476,29381,73122,360,0
21,47407,Employed,18,783,24846,182265,36,1
46,27646,Employed,6,604,13030,82271,24,1
60,75365,Employed,24,799,45382,104290,360,0
33,221436,Employed,28,639,10447,101160,180,1
29,71262,Self-Employed,25,711,13313,55893,180,1
44,33074,Employed,14,689,9372,160384,12,1
42,35874,Unemployed,25,607,24815,220572,360,0
26,19725,Self-Employed,4,605,13261,67894,60,1
52,69759,Self-Employed,29,528,20372,233748,12,0
53,15037,Self-Employed,8,850,11591,5432,240,0
25,33135,Unemployed,16,678,18066,181443,24,0
37,112076,Employed,19,736,32305,218968,24,1
62,19512,Self-Employed,21,551,13025,238559,240,0
32,85656,Employed,26,731,36382,227426,360,1
55,35284,Employed,22,772,7838,213851,48,1
37,27780,Self-Employed,20,679,26148,36533,12,1
36,64532,Unemployed,12,663,56985,253182,240,1
64,66020,Employed,28,654,47482,43314,360,1
44,37722,Self-Employed,18,766,24405,174809,180,1
31,28854,Employed,28,685,16077,86371,60,1
39,20968,Employed,11,525,20502,202173,120,0
63,194194,Employed,16,636,2580,127834,60,1
63,35403,Self-Employed,14,565,14260,201211,36,0
35,30120,Unemployed,22,616,16884,89153,12,0
57,21610,Employed,25,470,10073,101496,24,0
42,44482,Employed,20,607,11545,66480,36,1
31,54318,Employed,28,696,28149,73754,12,0
34,119669,Self-Employed,5,542,39236,150093,360,1
53,38244,Self-Employed,2,752,3770,58811,24,1
39,15598,Self-Employed,23,660,8123,101748,180,0
38,79220,Self-Employed,28,696,58830,140091,48,0
53,69892,Unemployed,3,701,66720,128168,240,0
41,76087,Employed,19,617,56361,107395,36,0
62,65103,Employed,23,625,36463,237062,60,1
42,56799,Employed,9,765,11236,27024,360,1
22,58157,Unemployed,16,578,35165,179166,36,0
56,39511,Self-Employed,26,730,37036,58251,120,1
52,67757,Employed,22,487,48671,80320,120,0
54,86707,Self-Employed,15,539,76095,90693,48,0
63,43130,Employed,8,769,11179,17076,240,1
53,202424,Self-Employed,17,751,15185,55613,240,1
45,70020,Employed,20,706,62694,165527,120,1
34,124622,Self-Employed,21,624,40954,74519,48,1
32,212431,Employed,23,532,42722,34048,120,1
64,77809,Employed,16,672,27703,89193,36,1
23,18094,Employed,26,645,12047,289257,180,0
42,28055,Employed,1,608,26079,147513,60,0
63,213962,Employed,20,622,22394,140174,180,1
25,71824,Employed,15,850,10532,215126,240,1
56,199920,Employed,22,796,25117,103662,24,1
58,49628,Employed,2,850,20622,60264,360,1
46,23911,Unemployed,4,656,14439,49518,48,0
24,32885,Employed,22,600,20269,36541,60,1
26,110156,Employed,18,724,34341,247735,180,1
63,16211,Employed,25,661,7041,220375,120,0
46,28882,Self-Employed,4,677,24754,56999,24,0
45,210385,Employed,11,616,31368,206891,360,1
58,137573,Self-Employed,17,696,43463,104596,180,0
27,79199,Employed,14,526,20566,38205,120,1
25,23953,Self-Employed,2,722,12997,275151,48,0
60,156770,Employed,20,639,17152,243972,12,1
23,81029,Employed,0,722,49306,157418,360,1
38,68702,Self-Employed,6,694,13418,231494,24,1
59,81833,Self-Employed,2,623,75587,278839,48,1
24,69374,Self-Employed,29,519,54672,66821,360,0
33,162959,Employed,6,522,19515,213106,60,1
33,24447,Employed,15,724,17129,200964,240,1
26,15731,Employed,8,658,5229,290916,24,1
42,66616,Self-Employed,25,747,3088,50783,36,1
55,25639,Employed,15,595,24435,92212,120,0
59,29716,Unemployed,9,729,8498,144596,12,0
44,213182,Self-Employed,10,586,78943,259664,180,1
49,82464,Employed,19,655,67619,182218,12,1
60,78029,Employed,23,643,31250,265300,120,0
44,75055,Employed,16,597,496,290356,180,1
22,17723,Self-Employed,5,657,4190,137955,180,1
27,28795,Employed,28,746,26411,156606,36,0
47,118930,Employed,28,543,296,72945,120,1
49,79322,Self-Employed,28,473,63138,289732,120,0
51,40660,Employed,1,562,27843,145118,360,0
45,213152,Employed,23,582,36787,148635,24,1
47,69176,Self-Employed,2,403,54471,299849,120,0
30,51284,Self-Employed,19,705,1384,123642,24,1
28,63365,Self-Employed,9,684,25108,87001,240,0
30,185494,Employed,17,677,49177,257411,12,1
51,62208,Employed,18,747,26624,43725,240,1
45,82459,Employed,29,712,19476,256831,360,1
27,21192,Employed,10,807,5756,140486,180,1
54,238572,Employed,27,592,5745,197803,360,1
53,27150,Unemployed,21,520,9436,22669,240,0
30,33044,Employed,25,588,7512,229839,48,0
30,45113,Self-Employed,13,679,38953,144728,120,1
22,19262,Employed,17,611,14986,150512,48,0
52,182889,Employed,1,702,79364,280455,120,1
24,89416,Employed,9,783,28393,289220,36,1
25,20497,Employed,18,545,634,123319,240,0
55,25057,Self-Employed,26,709,4276,233208,360,0
50,71414,Employed,3,537,2939,257856,120,0
53,15562,Employed,24,706,234,92122,60,1
32,36111,Employed,27,691,30653,96865,12,1
28,55052,Employed,5,573,17274,248234,12,0
33,173391,Employed,6,617,73527,151511,60,0
32,39976,Self-Employed,14,615,16651,185116,120,1
55,89088,Employed,19,627,49272,142980,60,1
25,20565,Employed,23,509,19340,67781,120,0
23,122642,Self-Employed,27,713,64377,265339,48,1
46,66246,Employed,26,738,48697,75283,36,1
59,119877,Employed,28,709,58031,73232,12,1
44,18718,Employed,10,850,15932,63105,60,0
56,64151,Self-Employed,25,804,8065,34873,360,1
62,23328,Employed,11,775,17045,176813,36,1
51,125497,Self-Employed,25,494,28546,214496,48,1
44,67144,Employed,20,806,21143,96627,60,1
59,63949,Self-Employed,3,647,14193,216284,360,1
64,55066,Unemployed,15,720,23086,90637,240,1
64,168506,Employed,16,589,35050,275888,60,1
45,82687,Employed,4,549,2260,245515,24,1
61,19443,Employed,29,731,1265,265705,240,1
28,25482,Self-Employed,11,850,10928,26213,120,0
33,44274,Employed,18,577,27759,17026,48,0
49,38447,Self-Employed,28,704,35801,191381,180,0
26,86628,Employed,0,723,51801,129926,240,1
36,34368,Employed,14,726,21957,279915,240,1
25,15588,Self-Employed,20,610,5594,295515,60,1
48,70953,Employed,13,645,22703,195093,12,1
27,63383,Unemployed,23,569,20567,123368,240,0
51,45813,Unemployed,20,713,41190,45318,36,1
53,41041,Employed,7,744,21781,297192,60,1
49,171943,Self-Employed,11,767,71524,229582,240,1
34,60043,Unemployed,20,524,16360,238451,36,0
36,60725,Unemployed,28,671,9552,185786,24,1
27,32577,Unemployed,17,570,12748,232506,180,0
26,32862,Employed,3,518,32670,113007,360,0
55,61034,Employed,28,735,9107,60781,240,1
27,115651,Self-Employed,28,773,75179,8823,12,1
34,25537,Employed,26,731,51,83004,360,1
63,192260,Unemployed,10,528,23259,84400,120,1
22,80642,Employed,4,553,29265,265226,360,1
51,160966,Self-Employed,4,580,71694,284250,36,0
44,50170,Employed,8,525,16052,184614,180,0
28,49432,Employed,23,479,31736,136401,48,1
43,145609,Employed,5,770,68147,27075,24,1
45,54610,Employed,0,650,27301,223348,36,0
23,115230,Employed,23,485,5239,251052,180,1
32,76234,Employed,13,595,31969,19497,360,1
46,43849,Employed,26,698,24785,269237,36,0
30,31558,Employed,9,547,11419,151075,36,1
40,38820,Self-Employed,21,572,16484,9646,24,0
62,33727,Employed,21,822,3536,220494,240,1
55,15976,Employed,21,687,8895,199894,120,1
60,83371,Self-Employed,2,673,15250,51023,180,1
48,43439,Self-Employed,11,749,33586,15360,12,1
44,18065,Self-Employed,7,619,1811,276176,180,0
22,66666,Employed,22,555,15932,292858,360,1
23,69250,Self-Employed,21,572,55248,277667,120,0
56,65207,Employed,20,588,53107,215154,120,1
57,33004,Employed,21,726,15701,150931,180,1
36,48776,Employed,9,592,48692,185076,36,0
43,16652,Employed,15,749,13584,293927,120,0
40,31065,Employed,18,437,21094,163069,240,0
34,17180,Employed,15,640,582,184354,12,1
40,53731,Employed,28,504,14551,291422,120,1
36,87148,Employed,18,743,77850,269509,24,0
59,45622,Unemployed,16,515,44387,283652,360,0
56,49732,Unemployed,20,551,18185,291384,120,0
37,22432,Employed,18,563,18013,26446,240,0
31,19621,Employed,28,673,6998,277273,36,0
32,202004,Employed,10,622,2654,38758,12,1
45,50336,Employed,23,582,8933,30816,48,1
24,48798,Employed,8,583,15008,92638,60,0
22,22820,Employed,15,650,8269,278949,240,1
58,72305,Self-Employed,9,799,42923,191968,60,1
58,48176,Employed,22,715,44859,60786,48,1
26,79807,Employed,28,547,55096,226666,120,0
42,29841,Self-Employed,23,793,2913,161837,60,1
54,40597,Self-Employed,27,701,10489,217376,360,1
41,37262,Employed,28,535,2368,249533,48,1
64,62485,Employed,8,779,28682,164487,36,0
37,22074,Employed,15,789,2366,163539,60,1
37,185711,Employed,28,733,52805,126327,12,1
29,43216,Unemployed,13,694,17861,69186,120,0
55,23841,Employed,18,413,2243,137773,180,1
27,24393,Employed,28,685,5651,274417,24,1
37,23853,Employed,21,468,12552,51105,60,0
56,16049,Employed,21,485,8653,32278,12,0
52,15869,Employed,14,691,2523,253399,240,1
22,28813,Employed,1,702,24784,7460,60,1
44,50529,Employed,0,589,12204,274538,12,0
25,143365,Employed,20,539,48791,211971,24,1
30,144740,Employed,26,658,47003,53478,36,1
43,235921,Self-Employed,5,785,18040,267390,24,1
59,38470,Employed,29,819,3691,107652,12,1
52,44300,Self-Employed,23,534,30262,135963,12,1
25,24915,Employed,10,522,17692,87970,24,0
30,17809,Employed,5,765,8167,130534,360,1
22,63465,Self-Employed,3,644,57001,58806,60,1
57,88581,Employed,27,644,24016,117099,180,1
44,21683,Self-Employed,7,604,17049,50704,240,0
25,227727,Employed,19,607,33289,104704,120,1
32,58242,Unemployed,6,395,44653,95481,36,0
39,123717,Unemployed,12,682,60287,120042,36,1
58,27823,Self-Employed,11,668,25120,15956,240,0
63,157594,Employed,8,566,41368,118922,36,0
43,77570,Employed,10,566,33649,236436,120,0
42,72926,Employed,24,613,28391,246942,36,0
58,39146,Employed,28,847,25551,292442,60,0
34,70279,Employed,13,657,567,269323,48,1
37,43909,Unemployed,15,692,21507,250289,48,0
33,89617,Self-Employed,4,751,65020,54477,120,1
32,47715,Self-Employed,25,754,43270,166386,48,1
58,87498,Employed,20,648,28906,71896,240,1
47,67738,Unemployed,2,574,13965,280877,240,0
53,82842,Employed,27,716,3188,96205,24,1
63,100204,Employed,2,707,58548,44986,240,0
21,84187,Employed,21,689,27399,167553,12,1
59,33130,Employed,18,704,18996,295911,180,1
60,50190,Unemployed,12,703,26467,251590,12,1
29,56038,Employed,6,627,54921,88697,180,1
57,24814,Employed,23,690,8367,167217,36,1
48,32086,Employed,16,509,25829,133344,120,0
62,86639,Self-Employed,29,666,25957,86541,180,0
27,65470,Unemployed,20,581,57732,56921,180,0
31,70636,Employed,21,659,39023,186101,120,1
34,36423,Self-Employed,25,677,26639,67583,360,0
47,18664,Self-Employed,3,670,5056,22241,48,1
50,192908,Employed,4,720,69110,12274,60,0
21,16361,Self-Employed,12,684,10031,197949,180,1
27,75326,Employed,27,598,74534,256749,24,1
41,47140,Employed,11,850,3280,171052,120,1
34,88704,Employed,10,569,16254,39512,12,1
40,45423,Employed,9,656,4876,186675,180,1
46,206737,Unemployed,22,578,78413,277126,360,1
23,19316,Self-Employed,29,578,8379,268358,60,0
42,55977,Employed,17,789,27740,279025,60,1
35,66119,Employed,29,781,22106,284275,12,1
56,43770,Employed,1,714,15861,22769,24,1
50,32417,Employed,8,548,16554,134236,24,0
44,42837,Employed,7,723,29541,49397,60,1
63,67723,Self-Employed,21,560,52284,61232,60,0
24,71283,Employed,22,692,50969,95744,240,1
41,41454,Self-Employed,2,730,15775,85781,120,1
24,70482,Employed,10,626,52482,199469,36,0
55,31663,Employed,5,693,17601,98332,180,0
49,35700,Employed,13,840,24855,291425,60,1
23,28384,Employed,13,629,2473,144180,12,1
49,77317,Self-Employed,21,793,37958,215323,24,1
33,249224,Employed,2,467,61401,16217,36,1
44,81506,Self-Employed,20,664,7619,23226,12,1
53,76212,Self-Employed,28,639,7253,84311,12,0
44,128485,Employed,7,643,21509,42170,48,1
45,15394,Employed,15,532,772,62287,60,0
44,32383,Employed,11,722,30143,172813,36,1
43,83262,Employed,3,600,13515,283744,60,1
62,19927,Employed,6,693,641,157802,36,1
32,111309,Employed,24,749,9416,202494,360,1
61,167066,Employed,20,578,35447,59418,180,1
60,132192,Employed,19,767,2395,233456,48,1
28,28087,Employed,1,648,3667,130093,12,0
25,72419,Unemployed,17,593,32963,8273,36,0
62,18212,Self-Employed,17,731,12502,270880,36,0
62,82062,Self-Employed,21,577,65807,285558,36,0
38,49387,Employed,14,732,46111,85974,48,1
32,179460,Employed,18,558,45752,216912,120,1
32,40045,Employed,7,556,30692,157420,360,0
61,46387,Employed,6,605,3404,173332,240,1
38,34538,Employed,22,633,30496,132319,24,0
60,236046,Employed,18,594,43148,208225,48,1
43,15303,Self-Employed,27,728,5196,153188,360,1
61,79420,Employed,20,716,45177,115623,120,0
36,28117,Employed,7,550,27157,294531,24,0
33,66279,Employed,2,850,48795,108976,48,1
53,32254,Employed,14,703,8271,29815,12,1
52,29263,Employed,23,777,1076,143307,120,1
22,73902,Employed,19,623,67449,156460,360,1
38,146965,Employed,27,789,77681,43886,24,1
25,167513,Unemployed,6,715,13665,25641,60,1
43,19035,Unemployed,18,697,18095,128554,180,0
50,199934,Employed,16,695,43832,121196,240,1
52,117684,Self-Employed,18,573,38046,248181,360,0
39,218568,Self-Employed,7,598,47498,128447,120,1
50,39969,Unemployed,7,648,34678,212358,360,0
32,68670,Unemployed,1,679,45650,161228,12,0
28,17853,Employed,25,724,1886,240847,240,1
59,40306,Employed,19,428,31340,195191,120,0
37,34844,Self-Employed,26,850,6862,45108,120,1
40,100386,Employed,5,563,66330,183438,36,1
22,20353,Self-Employed,13,584,16053,33365,120,0
38,68605,Employed,27,691,50272,10310,12,1
56,57105,Employed,29,648,31891,169334,48,1
55,31161,Employed,22,656,21825,276142,12,1
26,30802,Unemployed,15,625,15142,114367,240,0
58,22195,Employed,22,594,14776,193499,240,1
27,95302,Employed,19,645,12877,281383,24,1
45,216228,Employed,5,307,65563,275804,120,1
37,103107,Self-Employed,18,466,16943,45725,240,1
35,28696,Employed,12,579,1550,265038,240,1
22,50223,Employed,7,592,6182,191307,36,0
56,27095,Employed,0,745,19990,278010,24,0
55,32779,Employed,10,728,5967,69471,60,1
58,54407,Unemployed,22,652,26451,48168,24,1
62,66284,Employed,16,841,9466,227129,12,1
41,69255,Self-Employed,12,626,31351,160418,180,1
49,21110,Self-Employed,26,584,15372,262320,24,0
53,138481,Employed,23,580,71180,245454,12,0
